Time (hr),MJD (days),Altitude (km),Latitude (deg),Longitude (deg),LocalTime (hrs),Alpha (deg),L-shell,Orbit
82.47944,26670.29166667,32848.38,0.001033039,342.574819,5.838321,90.0,6.3528,7
82.54583,26670.29444444,32611.44,0.001054488,342.207881,5.880525,90.0,6.3165,7
82.6125,26670.29722222,32364.25,0.001076191,341.848887,5.923259,90.0,6.2785,7
82.67944,26670.3,32106.72,0.001098152,341.498335,5.966556,90.0,6.2389,7
82.74611,26670.30277778,31838.75,0.001120377,341.15675,6.01045,90.0,6.1974,7
82.81278,26670.30555556,31560.21,0.001142873,340.824688,6.054979,90.0,6.1543,7
82.87917,26670.30833333,31270.99,0.001165644,340.50274,6.100183,90.0,6.1093,7
82.94583,26670.31111111,30970.97,0.001188697,340.191531,6.146102,90.0,6.0625,7
83.01278,26670.31388889,30660.02,0.00121204,339.891729,6.192782,90.0,6.0139,7
83.07944,26670.31666667,30338.0,0.001235678,339.604043,6.24027,90.0,5.9634,7
83.14583,26670.31944444,30004.77,0.001259619,339.329235,6.288616,90.0,5.911,7
83.2125,26670.32222222,29660.17,0.00128387,339.068118,6.337875,90.0,5.8568,7
83.27944,26670.325,29304.05,0.00130844,338.821562,6.388104,90.0,5.8005,7
83.34611,26670.32777778,28936.23,0.001333335,338.590508,6.439367,90.0,5.7424,7
83.41278,26670.33055556,28556.55,0.001358565,338.375963,6.491731,90.0,5.6822,7
83.47917,26670.33333333,28164.8,0.001384138,338.17902,6.545268,90.0,5.6199,7
83.54583,26670.33611111,27760.8,0.001410062,338.000858,6.600057,90.0,5.5556,7
83.61278,26670.33888889,27344.34,0.001436347,337.842756,6.656184,90.0,5.4892,7
83.67944,26670.34166667,26915.19,0.001463001,337.706105,6.71374,90.0,5.4206,7
83.74583,26670.34444444,26473.14,0.001490034,337.592421,6.772828,90.0,5.3498,7
83.8125,26670.34722222,26017.93,0.001517454,337.503358,6.833557,90.0,5.2768,7
83.87944,26670.35,25549.32,0.00154527,337.44073,6.896049,90.0,5.2015,7
83.94611,26670.35277778,25067.03,0.00157349,337.406528,6.960435,90.0,5.1239,7
84.01278,26670.35555556,24570.79,0.001602123,337.402946,7.026863,90.0,5.0439,7
84.07917,26670.35833333,24060.29,0.001631174,337.432409,7.095494,90.0,4.9614,7
84.14583,26670.36111111,23535.21,0.00166065,337.497602,7.166507,90.0,4.8765,7
84.21278,26670.36388889,22995.24,0.001690553,337.601513,7.240101,90.0,4.789,7
84.27944,26670.36666667,22440.02,0.001720885,337.747477,7.316498,90.0,4.6989,7
84.34583,26670.36944444,21869.19,0.001751643,337.939228,7.395949,90.0,4.6061,7
84.4125,26670.37222222,21282.36,0.00178282,338.180966,7.478731,90.0,4.5106,7
84.47944,26670.375,20679.13,0.001814404,338.477434,7.565162,90.0,4.4122,7
84.54611,26670.37777778,20059.07,0.001846374,338.834012,7.655601,90.0,4.311,7
84.61278,26670.38055556,19421.75,0.001878699,339.25683,7.750455,90.0,4.2068,7
84.62944,26670.38125,19259.67,0.001886831,339.373685,7.774912,90.0,4.1803,7
84.64583,26670.38194444,19096.47,0.001894982,339.495233,7.799682,90.0,4.1535,7
84.66278,26670.38263889,18932.15,0.00190315,339.621598,7.824773,90.0,4.1266,7
84.67917,26670.38333333,18766.71,0.001911334,339.752907,7.850194,90.0,4.0995,7
84.69611,26670.38402778,18600.12,0.001919535,339.889295,7.875953,90.0,4.0722,7
84.7125,26670.38472222,18432.39,0.00192775,340.030898,7.90206,90.0,4.0447,7
84.72944,26670.38541667,18263.51,0.001935977,340.17786,7.928524,90.0,4.017,7
84.74583,26670.38611111,18093.46,0.001944217,340.330329,7.955355,90.0,3.9891,7
84.76278,26670.38680556,17922.25,0.001952467,340.48846,7.982564,90.0,3.961,7
84.77944,26670.3875,17749.86,0.001960725,340.652412,8.010161,90.0,3.9327,7
84.79583,26670.38819444,17576.29,0.00196899,340.822353,8.038157,90.0,3.9042,7
84.81278,26670.38888889,17401.53,0.00197726,340.998455,8.066564,90.0,3.8755,7
84.82917,26670.38958333,17225.57,0.001985532,341.180899,8.095393,90.0,3.8466,7
84.84611,26670.39027778,17048.4,0.001993805,341.369871,8.124658,90.0,3.8175,7
84.8625,26670.39097222,16870.02,0.002002077,341.565568,8.154371,90.0,3.7881,7
84.87944,26670.39166667,16690.42,0.002010343,341.768192,8.184546,90.0,3.7586,7
84.89583,26670.39236111,16509.58,0.002018603,341.977954,8.215197,90.0,3.7288,7
84.91278,26670.39305556,16327.51,0.002026852,342.195075,8.246338,90.0,3.6988,7
84.92944,26670.39375,16144.19,0.002035087,342.419787,8.277986,90.0,3.6687,7
84.94583,26670.39444444,15959.62,0.002043305,342.652327,8.310155,90.0,3.6383,7
84.96278,26670.39513889,15773.78,0.002051502,342.892948,8.342863,90.0,3.6076,7
84.97917,26670.39583333,15586.68,0.002059674,343.14191,8.376127,90.0,3.5768,7
84.99611,26670.39652778,15398.31,0.002067817,343.399487,8.409966,90.0,3.5457,7
85.0125,26670.39722222,15208.64,0.002075925,343.665965,8.444398,90.0,3.5145,7
85.02944,26670.39791667,15017.69,0.002083993,343.941643,8.479443,90.0,3.483,7
85.04583,26670.39861111,14825.45,0.002092015,344.226834,8.515122,90.0,3.4512,7
85.06278,26670.39930556,14631.9,0.002099987,344.521864,8.551458,90.0,3.4193,7
85.07944,26670.4,14437.04,0.0021079,344.827077,8.588472,90.0,3.3871,7
85.09583,26670.40069444,14240.86,0.002115748,345.142833,8.626189,90.0,3.3547,7
85.11278,26670.40138889,14043.36,0.002123523,345.469509,8.664634,90.0,3.3221,7
85.12917,26670.40208333,13844.53,0.002131218,345.807499,8.703833,90.0,3.2892,7
85.14611,26670.40277778,13644.38,0.002138821,346.15722,8.743815,90.0,3.2563,7
85.1625,26670.40347222,13442.88,0.002146325,346.519107,8.784607,90.0,3.223,7
85.17944,26670.40416667,13240.04,0.002153719,346.893619,8.826241,90.0,3.1894,7
85.19583,26670.40486111,13035.86,0.00216099,347.281239,8.868749,90.0,3.1555,7
85.21278,26670.40555556,12830.33,0.002168127,347.682474,8.912165,90.0,3.1214,7
85.22944,26670.40625,12623.46,0.002175115,348.097857,8.956524,90.0,3.0872,7
85.24583,26670.40694444,12415.23,0.002181942,348.527952,9.001863,90.0,3.0532,7
85.26278,26670.40763889,12205.65,0.002188589,348.973353,9.048224,90.0,3.0186,7
85.27917,26670.40833333,11994.72,0.002195041,349.434686,9.095646,90.0,2.9837,7
85.29611,26670.40902778,11782.44,0.002201278,349.912611,9.144174,90.0,2.9486,7
85.3125,26670.40972222,11568.81,0.00220728,350.407827,9.193855,90.0,2.9133,7
85.32944,26670.41041667,11353.85,0.002213025,350.921071,9.244738,90.0,2.878,7
85.34583,26670.41111111,11137.54,0.002218488,351.453125,9.296875,90.0,2.842,7
85.36278,26670.41180556,10919.91,0.002223644,352.004814,9.350321,90.0,2.8061,7
85.37944,26670.4125,10700.97,0.002228462,352.577014,9.405134,90.0,2.7699,7
85.39583,26670.41319444,10480.71,0.002232913,353.170651,9.461377,90.0,2.7336,7
85.41278,26670.41388889,10259.17,0.002236961,353.786709,9.519114,90.0,2.6971,7
85.42917,26670.41458333,10036.34,0.00224057,354.426231,9.578415,90.0,2.6603,7
85.44611,26670.41527778,9812.265,0.002243697,355.090325,9.639355,90.0,2.6234,7
85.4625,26670.41597222,9586.954,0.002246299,355.780169,9.702011,90.0,2.5863,7
85.47944,26670.41666667,9360.436,0.002248327,356.497014,9.766468,90.0,2.549,7
85.49583,26670.41736111,9132.742,0.002249726,357.242192,9.832813,90.0,2.5116,7
85.51278,26670.41805556,8903.907,0.002250438,358.017119,9.901141,90.0,2.4739,7
85.52944,26670.41875,8673.971,0.002250397,358.823307,9.971554,90.0,2.4361,7
85.54583,26670.41944444,8442.979,0.002249535,359.662363,10.044158,90.0,2.3983,7
85.56278,26670.42013889,8210.983,0.002247771,0.536003,10.119067,90.0,2.3603,7
85.57917,26670.42083333,7978.042,0.002245021,1.446055,10.196404,90.0,2.3221,7
85.59611,26670.42152778,7744.222,0.002241191,2.394472,10.276298,90.0,2.2839,7
85.6125,26670.42222222,7509.597,0.002236178,3.383336,10.358889,90.0,2.2456,7
85.62944,26670.42291667,7274.253,0.002229866,4.414872,10.444325,90.0,2.2072,7
85.64583,26670.42361111,7038.282,0.002222132,5.491453,10.532764,90.0,2.1687,7
85.66278,26670.42430556,6801.794,0.002212837,6.615614,10.624374,90.0,2.1302,7
85.67944,26670.425,6564.906,0.00220183,7.79006,10.719337,90.0,2.0917,7
85.69583,26670.42569444,6327.754,0.002188943,9.017679,10.817845,90.0,2.0532,7
85.71278,26670.42638889,6090.488,0.002173993,10.301549,10.920103,90.0,2.0146,7
85.72917,26670.42708333,5853.278,0.002156777,11.64495,11.02633,90.0,1.9761,7
85.74611,26670.42777778,5616.313,0.002137074,13.051374,11.136758,90.0,1.9377,7
85.7625,26670.42847222,5379.804,0.002114639,14.524533,11.251636,90.0,1.8992,7
85.77944,26670.42916667,5143.989,0.002089207,16.068363,11.371224,90.0,1.8609,7
85.79583,26670.42986111,4909.132,0.002060484,17.687031,11.495802,90.0,1.8226,7
85.81278,26670.43055556,4675.529,0.002028152,19.384933,11.625662,90.0,1.7845,7
85.82944,26670.43125,4443.508,0.001991865,21.166689,11.761113,90.0,1.7466,7
85.84583,26670.43194444,4213.438,0.001951248,23.037129,11.902475,90.0,1.7087,7
85.86278,26670.43263889,3985.724,0.001905898,25.001279,12.050085,90.0,1.6711,7
85.87917,26670.43333333,3760.82,0.001855382,27.064321,12.204288,90.0,1.6336,7
85.89611,26670.43402778,3539.226,0.001799242,29.231555,12.365437,90.0,1.5964,7
85.9125,26670.43472222,3321.495,0.001736997,31.50833,12.533889,90.0,1.5596,7
85.92944,26670.43541667,3108.235,0.001668147,33.899968,12.709998,90.0,1.5229,7
85.94583,26670.43611111,2900.111,0.001592184,36.411649,12.89411,90.0,1.4871,7
85.96278,26670.43680556,2697.852,0.001508603,39.048279,13.086552,90.0,1.4517,7
85.97944,26670.4375,2502.246,0.001416912,41.81432,13.287621,90.0,1.417,7
85.99583,26670.43819444,2314.141,0.001316659,44.713592,13.497573,90.0,1.3832,7
86.01278,26670.43888889,2134.445,0.001207452,47.749031,13.716602,90.0,1.3503,7
86.02917,26670.43958333,1964.12,0.00108899,50.922426,13.944828,90.0,1.3186,7
86.04611,26670.44027778,1804.169,0.0009610964,54.234119,14.182275,90.0,1.2883,7
86.0625,26670.44097222,1655.63,0.000823756,57.682697,14.428846,90.0,1.2595,7
86.07944,26670.44166667,1519.558,0.0006771548,61.264686,14.684312,90.0,1.2322,7
86.09583,26670.44236111,1397.001,0.0005217166,64.974268,14.948285,90.0,1.2074,7
86.11278,26670.44305556,1288.98,0.0003581353,68.803053,15.220204,90.0,1.185,7
86.12944,26670.44375,1196.46,0.000187395,72.739945,15.49933,90.0,1.1655,7
86.14583,26670.44444444,1120.319,1.077605e-05,76.771122,15.784741,90.0,1.1489,7
86.16278,26670.44513889,1061.317,-0.0001701605,80.880163,16.075344,90.0,1.1351,7
86.17917,26670.44583333,1020.068,-0.0003536104,85.048347,16.36989,90.0,1.125,7
86.19611,26670.44652778,997.0166,-0.0005375876,89.2551,16.667007,90.0,1.1183,7
86.2125,26670.44722222,992.4148,-0.0007200051,93.478597,16.96524,90.0,1.1151,7
86.22944,26670.44791667,1006.314,-0.0008987688,97.696457,17.263097,90.0,1.1152,7
86.24583,26670.44861111,1038.56,-0.001071876,101.886486,17.559099,90.0,1.1186,7
86.26222,26670.0,992.835,0.0,253.644737,16.909649,90.0,1.1655,8
86.27861,26670.00069444,1002.085,-5.6311e-07,257.865168,17.207678,90.0,1.1723,8
86.29556,26670.00138889,1029.734,-2.225477e-06,262.063303,17.50422,90.0,1.1835,8
86.31194,26670.00208333,1075.48,-4.913372e-06,266.217584,17.797839,90.0,1.1987,8
86.32889,26670.00277778,1138.835,-8.514826e-06,270.307863,18.087191,90.0,1.2182,8
86.34528,26670.00347222,1219.145,-1.288974e-05,274.315971,18.371065,90.0,1.2418,8
86.36222,26670.00416667,1315.618,-1.788152e-05,278.226128,18.648409,90.0,1.2691,8
86.37861,26670.00486111,1427.352,-2.332857e-05,282.025196,18.918346,90.0,1.2996,8
86.39556,26670.00555556,1553.366,-2.907432e-05,285.702768,19.180185,90.0,1.332,8
86.41222,26670.00625,1692.632,-3.497502e-05,289.251122,19.433408,90.0,1.3659,8
86.42861,26670.00694444,1844.096,-4.090482e-05,292.665048,19.67767,90.0,1.4003,8
86.44556,26670.00763889,2006.709,-4.675843e-05,295.941618,19.912775,90.0,1.4346,8
86.46194,26670.00833333,2179.439,-5.245166e-05,299.079885,20.138659,90.0,1.4683,8
86.47889,26670.00902778,2361.292,-5.792042e-05,302.08058,20.355372,90.0,1.5013,8
86.49528,26670.00972222,2551.321,-6.311874e-05,304.945801,20.563053,90.0,1.5336,8
86.51222,26670.01041667,2748.633,-6.801621e-05,307.678726,20.761915,90.0,1.5653,8
86.52861,26670.01111111,2952.395,-7.25953e-05,310.283352,20.952223,90.0,1.5967,8
86.54556,26670.01180556,3161.832,-7.684878e-05,312.764265,21.134284,90.0,1.6283,8
86.56222,26670.0125,3376.235,-8.077732e-05,315.126452,21.30843,90.0,1.6598,8
86.57861,26670.01319444,3594.951,-8.438752e-05,317.375134,21.475009,90.0,1.6916,8
86.59556,26670.01388889,3817.387,-8.769011e-05,319.515646,21.634376,90.0,1.7238,8
86.61194,26670.01458333,4043.004,-9.069868e-05,321.553327,21.786888,90.0,1.7564,8
86.62889,26670.01527778,4271.314,-9.342854e-05,323.49345,21.932897,90.0,1.7896,8
86.64528,26670.01597222,4501.875,-9.589589e-05,325.34116,22.072744,90.0,1.8232,8
86.66222,26670.01666667,4734.292,-9.811724e-05,327.101432,22.206762,90.0,1.8574,8
86.67861,26670.01736111,4968.206,-0.000100109,328.779044,22.33527,90.0,1.8916,8
86.69556,26670.01805556,5203.298,-0.0001018869,330.378558,22.458571,90.0,1.9266,8
86.71222,26670.01875,5439.281,-0.0001034663,331.904311,22.576954,90.0,1.9617,8
86.72861,26670.01944444,5675.895,-0.0001048615,333.360411,22.690694,90.0,1.9971,8
86.74556,26670.02013889,5912.912,-0.000106086,334.750735,22.800049,90.0,2.0327,8
86.76194,26670.02083333,6150.126,-0.0001071526,336.078938,22.905263,90.0,2.0684,8
86.77889,26670.02152778,6387.351,-0.0001080727,337.348457,23.006564,90.0,2.1043,8
86.79528,26670.02222222,6624.425,-0.0001088574,338.562521,23.104168,90.0,2.1403,8
86.81222,26670.02291667,6861.199,-0.0001095165,339.724158,23.198277,90.0,2.1763,8
86.82861,26670.02361111,7097.545,-0.0001100592,340.836207,23.28908,90.0,2.2126,8
86.84556,26670.02430556,7333.344,-0.0001104939,341.90133,23.376755,90.0,2.2486,8
86.86222,26670.025,7568.494,-0.0001108283,342.92202,23.461468,90.0,2.2845,8
86.87861,26670.02569444,7802.903,-0.0001110695,343.900612,23.543374,90.0,2.3203,8
86.89556,26670.02638889,8036.489,-0.0001112239,344.839292,23.622619,90.0,2.3561,8
86.91194,26670.02708333,8269.178,-0.0001112975,345.74011,23.699341,90.0,2.3923,8
86.92889,26670.02777778,8500.908,-0.0001112956,346.604986,23.773666,90.0,2.4279,8
86.94528,26670.02847222,8731.621,-0.0001112231,347.435719,23.845715,90.0,2.4635,8
86.96222,26670.02916667,8961.267,-0.0001110847,348.233997,23.9156,90.0,2.499,8
86.97861,26670.02986111,9189.801,-0.0001108844,349.001402,23.983427,90.0,2.5342,8
86.99556,26670.03055556,9417.186,-0.0001106261,349.739421,0.049295,90.0,2.5694,8
87.01222,26670.03125,9643.388,-0.0001103132,350.449449,0.113297,90.0,2.6045,8
87.02861,26670.03194444,9868.376,-0.0001099488,351.132796,0.17552,90.0,2.6392,8
87.04556,26670.03263889,10092.13,-0.0001095359,351.790696,0.236046,90.0,2.674,8
87.06194,26670.03333333,10314.61,-0.0001090772,352.424306,0.294954,90.0,2.7084,8
87.07889,26670.03402778,10535.82,-0.0001085751,353.034719,0.352315,90.0,2.7427,8
87.09528,26670.03472222,10755.74,-0.0001080319,353.622963,0.408198,90.0,2.7767,8
87.11222,26670.03541667,10974.34,-0.0001074497,354.190006,0.462667,90.0,2.8106,8
87.12861,26670.03611111,11191.63,-0.0001068303,354.736762,0.515784,90.0,2.8442,8
87.14556,26670.03680556,11407.58,-0.0001061755,355.264094,0.567606,90.0,2.878,8
87.16222,26670.0375,11622.2,-0.000105487,355.772815,0.618188,90.0,2.9114,8
87.17861,26670.03819444,11835.48,-0.0001047662,356.263696,0.66758,90.0,2.9445,8
87.19556,26670.03888889,12047.4,-0.0001040146,356.737464,0.715831,90.0,2.9775,8
87.21194,26670.03958333,12257.99,-0.0001032333,357.194807,0.762987,90.0,3.0103,8
87.22889,26670.04027778,12467.22,-0.0001024236,357.636378,0.809092,90.0,3.0428,8
87.24528,26670.04097222,12675.09,-0.0001015866,358.062794,0.854186,90.0,3.0752,8
87.26222,26670.04166667,12881.62,-0.0001007232,358.474642,0.898309,90.0,3.1074,8
87.27861,26670.04236111,13086.8,-9.983442e-05,358.872476,0.941498,90.0,3.1393,8
87.29556,26670.04305556,13290.64,-9.892112e-05,359.256824,0.983788,90.0,3.1711,8
87.31222,26670.04375,13493.13,-9.79841e-05,359.628187,1.025212,90.0,3.2026,8
87.32861,26670.04444444,13694.28,-9.70241e-05,359.987042,1.065803,90.0,3.2341,8
87.34556,26670.04513889,13894.09,-9.604182e-05,0.33384,1.105589,90.0,3.2651,8
87.36194,26670.04583333,14092.58,-9.503791e-05,0.669014,1.144601,90.0,3.296,8
87.37889,26670.04652778,14289.74,-9.401296e-05,0.992972,1.182865,90.0,3.3268,8
87.39528,26670.04722222,14485.58,-9.296753e-05,1.306106,1.220407,90.0,3.3574,8
87.41222,26670.04791667,14680.1,-9.190215e-05,1.608789,1.257253,90.0,3.3877,8
87.42861,26670.04861111,14873.31,-9.081731e-05,1.901376,1.293425,90.0,3.418,8
87.44556,26670.04930556,15065.23,-8.971346e-05,2.184205,1.328947,90.0,3.448,8
87.46222,26670.05,15255.85,-8.859102e-05,2.457601,1.36384,90.0,3.4777,8
87.47861,26670.05069444,15445.18,-8.745039e-05,2.721872,1.398125,90.0,3.5073,8
87.49556,26670.05138889,15633.23,-8.629194e-05,2.977315,1.431821,90.0,3.5367,8
87.51194,26670.05208333,15820.0,-8.511602e-05,3.224211,1.464947,90.0,3.5658,8
87.52889,26670.05277778,16005.51,-8.392296e-05,3.462832,1.497522,90.0,3.5948,8
87.54528,26670.05347222,16189.76,-8.271305e-05,3.693436,1.529562,90.0,3.6236,8
87.56222,26670.05416667,16372.76,-8.148658e-05,3.916271,1.561085,90.0,3.6522,8
87.57861,26670.05486111,16554.52,-8.024383e-05,4.131574,1.592105,90.0,3.6806,8
87.59556,26670.05555556,16735.04,-7.898504e-05,4.339574,1.622638,90.0,3.7089,8
87.61222,26670.05625,16914.33,-7.771046e-05,4.540488,1.652699,90.0,3.7369,8
87.62861,26670.05694444,17092.4,-7.642029e-05,4.734526,1.682302,90.0,3.7648,8
87.64556,26670.05763889,17269.26,-7.511476e-05,4.921889,1.711459,90.0,3.7924,8
87.66194,26670.05833333,17444.92,-7.379406e-05,5.102771,1.740185,90.0,3.8199,8
87.67889,26670.05902778,17619.37,-7.245837e-05,5.277356,1.76849,90.0,3.8473,8
87.69528,26670.05972222,17792.64,-7.110787e-05,5.445823,1.796388,90.0,3.8744,8
87.71222,26670.06041667,17964.73,-6.974272e-05,5.608343,1.82389,90.0,3.9013,8
87.72861,26670.06111111,18135.64,-6.836309e-05,5.765082,1.851005,90.0,3.9281,8
87.74556,26670.06180556,18305.39,-6.696911e-05,5.916198,1.877747,90.0,3.9547,8
87.76222,26670.0625,18473.98,-6.556092e-05,6.061844,1.904123,90.0,3.9811,8
87.77861,26670.06319444,18641.42,-6.413866e-05,6.202167,1.930144,90.0,4.0073,8
87.79556,26670.06388889,18807.71,-6.270246e-05,6.337309,1.955821,90.0,4.0334,8
87.81194,26670.06458333,18972.87,-6.125242e-05,6.467407,1.98116,90.0,4.0593,8
87.82889,26670.06527778,19136.91,-5.978866e-05,6.592591,2.006173,90.0,4.085,8
87.84528,26670.06597222,19299.82,-5.831128e-05,6.71299,2.030866,90.0,4.1106,8
87.86222,26670.06666667,19461.62,-5.682039e-05,6.828726,2.055248,90.0,4.136,8
87.87861,26670.06736111,19622.31,-5.531607e-05,6.939916,2.079328,90.0,4.1611,8
87.89556,26670.06805556,19781.91,-5.379843e-05,7.046677,2.103112,90.0,4.1861,8
87.91222,26670.06875,19940.41,-5.226754e-05,7.149117,2.126608,90.0,4.2108,8
87.92861,26670.06944444,20097.83,-5.072349e-05,7.247343,2.149823,90.0,4.2361,8
87.99528,26670.07222222,20716.81,-4.441712e-05,7.600123,2.240008,90.0,4.3333,8
88.06222,26670.075,21318.99,-3.790568e-05,7.893144,2.32621,90.0,4.428,8
88.12889,26670.07777778,21904.8,-3.119282e-05,8.131744,2.408783,90.0,4.5202,8
88.19556,26670.08055556,22474.64,-2.428159e-05,8.320628,2.488042,90.0,4.61,8
88.26194,26670.08333333,23028.88,-1.717456e-05,8.463968,2.564265,90.0,4.6973,8
88.32861,26670.08611111,23567.91,-9.873943e-06,8.565469,2.637698,90.0,4.7823,8
88.39556,26670.08888889,24092.05,-2.381634e-06,8.628445,2.708563,90.0,4.8651,8
88.46222,26670.09166667,24601.65,5.300708e-06,8.655862,2.777057,90.0,4.9456,8
88.52861,26670.09444444,25097.01,1.317162e-05,8.650391,2.843359,90.0,5.0234,8
88.59528,26670.09722222,25578.43,2.12298e-05,8.614439,2.907629,90.0,5.0998,8
88.66222,26670.1,26046.2,2.947408e-05,8.550187,2.970012,90.0,5.1739,8
88.72889,26670.10277778,26500.58,3.79034e-05,8.459615,3.030641,90.0,5.2459,8
88.79556,26670.10555556,26941.82,4.651679e-05,8.344527,3.089635,90.0,5.316,8
88.86194,26670.10833333,27370.16,5.531337e-05,8.206568,3.147105,90.0,5.3841,8
88.92861,26670.11111111,27785.84,6.429231e-05,8.047245,3.20315,90.0,5.4502,8
88.99556,26670.11388889,28189.08,7.345285e-05,7.867943,3.257863,90.0,5.5144,8
89.06222,26670.11666667,28580.07,8.279427e-05,7.669933,3.311329,90.0,5.5768,8
89.12861,26670.11944444,28959.02,9.23159e-05,7.45439,3.363626,90.0,5.6372,8
89.19528,26670.12222222,29326.1,0.0001020171,7.2224,3.414827,90.0,5.6958,8
89.26222,26670.125,29681.51,0.0001118973,6.974968,3.464998,90.0,5.7527,8
89.32889,26670.12777778,30025.4,0.0001219559,6.713027,3.514202,90.0,5.8078,8
89.39556,26670.13055556,30357.93,0.0001321924,6.437445,3.562496,90.0,5.8612,8
89.46194,26670.13333333,30679.26,0.0001426063,6.149034,3.609936,90.0,5.9128,8
89.52861,26670.13611111,30989.54,0.0001531972,5.848549,3.65657,90.0,5.9627,8
89.59556,26670.13888889,31288.89,0.0001639645,5.536699,3.702447,90.0,6.011,8
89.66222,26670.14166667,31577.44,0.000174908,5.214147,3.74761,90.0,6.0577,8
89.72861,26670.14444444,31855.33,0.0001860271,4.881518,3.792101,90.0,6.1027,8
89.79528,26670.14722222,32122.66,0.0001973217,4.5394,3.83596,90.0,6.146,8
89.86222,26670.15,32379.56,0.0002087912,4.188346,3.879223,90.0,6.1879,8
89.92889,26670.15277778,32626.11,0.0002204355,3.828881,3.921925,90.0,6.228,8
89.99556,26670.15555556,32862.43,0.0002322544,3.461499,3.9641,90.0,6.2667,8
90.06194,26670.15833333,33088.6,0.0002442475,3.086672,4.005778,90.0,6.3038,8
90.12861,26670.16111111,33304.72,0.0002564147,2.704847,4.04699,90.0,6.3393,8
90.19556,26670.16388889,33510.87,0.0002687558,2.316448,4.087763,90.0,6.3733,8
90.26222,26670.16666667,33707.12,0.0002812708,1.921882,4.128125,90.0,6.4056,8
90.32861,26670.16944444,33893.56,0.0002939595,1.521536,4.168102,90.0,6.4366,8
90.39528,26670.17222222,34070.25,0.0003068218,1.115782,4.207719,90.0,6.4662,8
90.46222,26670.175,34237.27,0.0003198579,0.704976,4.246998,90.0,6.4943,8
90.52889,26670.17777778,34394.66,0.0003330677,0.28946,4.285964,90.0,6.5207,8
90.59556,26670.18055556,34542.49,0.0003464513,359.869564,4.324638,90.0,6.5458,8
90.66194,26670.18333333,34680.81,0.0003600088,359.445605,4.36304,90.0,6.5695,8
90.72861,26670.18611111,34809.67,0.0003737404,359.017891,4.401193,90.0,6.5916,8
90.79556,26670.18888889,34929.13,0.0003876463,358.586721,4.439115,90.0,6.6123,8
90.86222,26670.19166667,35039.21,0.0004017269,358.152382,4.476825,90.0,6.6314,8
90.92861,26670.19444444,35139.96,0.0004159823,357.715157,4.514344,90.0,6.6493,8
90.99528,26670.19722222,35231.42,0.000430413,357.275319,4.551688,90.0,6.6657,8
91.06222,26670.2,35313.61,0.0004450194,356.833136,4.588876,90.0,6.6806,8
91.12889,26670.20277778,35386.57,0.000459802,356.38887,4.625925,90.0,6.6941,8
91.19556,26670.20555556,35450.32,0.0004747614,355.942778,4.662852,90.0,6.7061,8
91.26194,26670.20833333,35504.89,0.0004898982,355.495114,4.699674,90.0,6.7168,8
91.32861,26670.21111111,35550.28,0.000505213,355.046126,4.736408,90.0,6.726,8
91.39556,26670.21388889,35586.53,0.0005207066,354.59606,4.773071,90.0,6.7338,8
91.46222,26670.21666667,35613.63,0.0005363798,354.14516,4.809677,90.0,6.7372,8
91.52861,26670.21944444,35631.6,0.0005522335,353.693668,4.846245,90.0,6.7438,8
91.59528,26670.22222222,35640.45,0.0005682688,353.241823,4.882788,90.0,6.7477,8
91.66222,26670.225,35640.17,0.0005844866,352.789866,4.919324,90.0,6.75,8
91.72889,26670.22777778,35630.77,0.000600888,352.338035,4.955869,90.0,6.7506,8
91.79556,26670.23055556,35612.25,0.0006174744,351.88657,4.992438,90.0,6.7498,8
91.86194,26670.23333333,35584.6,0.000634247,351.43571,5.029047,90.0,6.7476,8
91.92861,26670.23611111,35547.8,0.0006512072,350.985699,5.065713,90.0,6.7439,8
91.99556,26670.23888889,35501.85,0.0006683566,350.53678,5.102452,90.0,6.7387,8
92.06222,26670.24166667,35446.73,0.0006856968,350.089198,5.13928,90.0,6.7321,8
92.12861,26670.24444444,35382.43,0.0007032294,349.643203,5.176214,90.0,6.724,8
92.19528,26670.24722222,35308.91,0.0007209564,349.199049,5.21327,90.0,6.7144,8
92.26222,26670.25,35226.15,0.0007388796,348.756992,5.250466,90.0,6.7034,8
92.32889,26670.25277778,35134.13,0.0007570013,348.317295,5.28782,90.0,6.6908,8
92.39556,26670.25555556,35032.82,0.0007753234,347.880227,5.325348,90.0,6.6768,8
92.46194,26670.25833333,34922.17,0.0007938485,347.446061,5.363071,90.0,6.6612,8
92.52861,26670.26111111,34802.15,0.000812579,347.015079,5.401005,90.0,6.6441,8
92.59556,26670.26388889,34672.71,0.0008315175,346.587572,5.439171,90.0,6.6255,8
92.66222,26670.26666667,34533.81,0.0008506668,346.163836,5.477589,90.0,6.6054,8
92.72861,26670.26944444,34385.4,0.0008700298,345.744181,5.516279,90.0,6.5837,8
92.79528,26670.27222222,34227.43,0.0008896097,345.328926,5.555262,90.0,6.5604,8
92.86222,26670.275,34059.83,0.0009094097,344.918399,5.59456,90.0,6.5356,8
92.92889,26670.27777778,33882.55,0.0009294332,344.512945,5.634196,90.0,6.5092,8
92.99556,26670.28055556,33695.51,0.000949684,344.11292,5.674195,90.0,6.4812,8
93.06194,26670.28333333,33498.65,0.0009701659,343.718697,5.71458,90.0,6.4515,8
93.12861,26670.28611111,33291.9,0.0009908828,343.330665,5.755378,90.0,6.4203,8
